,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
0,2818,1.0,True,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Private room,2,1,2,4,49.0,3,28,True,3,4,4.47,True,24.5,147.0,8%,10%,14%,0.99,0.20821917808219179,346.90410958904107
